Id,SalePrice
2658,138552.0
2718,193750.0
2414,198895.0
1989,122117.0
625,187233.0
333,94416.0
1327,106971.0
858,142168.0
95,190339.0
1568,162016.0
2482,163514.0
1364,121757.0
2584,150369.0
818,306750.0
2673,167092.0
2089,131544.0
1297,168182.0
790,113687.0
2616,214420.0
720,187804.0
222,144773.0
557,118412.0
1148,211010.0
2766,171963.0
534,180801.0
1452,113854.0
630,140317.0
2648,113181.0
125,155231.0
1904,25256.0
1670,108600.0
756,101302.0
717,256108.0
1032,157017.0
852,207847.0
1731,170300.0
2639,135659.0
2071,76091.0
1267,102908.0
1851,188971.0
567,155378.0
2439,204931.0
1898,151861.0
647,154368.0
2256,227827.0
979,107274.0
1444,219955.0
2485,111894.0
157,114948.0
88,119894.0
2003,102846.0
186,202442.0
1425,247656.0
2695,122000.0
738,104038.0
395,141854.0
1353,168229.0
1878,148449.0
390,167813.0
1456,233410.0
1103,311913.0
1387,129875.0
2070,147272.0
1199,178538.0
2479,176883.0
501,314191.0
2362,91466.0
1718,216196.0
2188,69595.0
1483,171720.0
2557,88169.0
437,332260.0
2224,194094.0
1628,167138.0
397,128224.0
587,210461.0
2182,611894.0
971,148057.0
2611,150713.0
1887,90692.0
2399,386497.0
2148,203688.0
304,137653.0
1997,140713.0
2817,116004.0
1431,197303.0
427,365370.0
263,118188.0
598,182322.0
2895,227231.0
687,140431.0
1822,130350.0
2191,106149.0
179,131168.0
1009,219140.0
2010,119025.0
1991,144249.0
1411,167905.0
1721,228484.0
1144,189189.0
593,209511.0
575,341706.0
1249,183070.0
1604,120253.0
1064,484433.0
1923,160051.0
1988,96767.0
2325,170911.0
114,205372.0
2700,185869.0
217,157266.0
343,186369.0
386,200214.0
2005,116172.0
2908,126615.0
1814,236815.0
2446,459080.0
208,140860.0
1679,118797.0
822,371960.0
6,189743.0
1781,416644.0
2397,265289.0
2340,324339.0
1618,168477.0
2843,157754.0
1061,357994.0
2786,111845.0
1935,125911.0
1341,128686.0
521,255124.0
2136,130895.0
996,211273.0
227,156158.0
135,182102.0
1167,170320.0
294,238785.0
1776,184028.0
540,161591.0
1717,212957.0
2303,112144.0
116,188969.0
127,118340.0
1371,130873.0
1014,170022.0
1507,99249.0
702,145808.0
750,157531.0
261,145453.0
1559,64891.0
577,203971.0
2812,195087.0
2080,153169.0
1368,111830.0
2376,116068.0
659,99878.0
1235,131381.0
332,78826.0
1917,136776.0
2094,281581.0
1460,267732.0
1471,218179.0
1509,118387.0
1922,126812.0
433,492616.0
460,304501.0
1116,231520.0
1137,159288.0
53,172361.0
2354,267978.0
1475,192793.0
1761,496756.0
842,144661.0
2739,188093.0
2509,156488.0
1007,198514.0
2610,183352.0
1952,69157.0
2719,200110.0
2921,82348.0
1966,137476.0
292,127834.0
1204,197509.0
1829,253631.0
2419,177267.0
391,149963.0
798,113877.0
481,197939.0
193,210000.0
555,105393.0
899,74798.0
2357,178017.0
328,142265.0
1356,121642.0
1154,102634.0
1730,169282.0
2249,143072.0
1119,259936.0
2856,137722.0
1394,140261.0
2587,109179.0
61,317245.0
2661,192382.0
2711,127416.0
1147,179114.0
757,134831.0
2623,86420.0
2378,146388.0
1413,144521.0
1722,213650.0
1112,216939.0
1623,195707.0
1201,192697.0
1513,119663.0
957,264030.0
1171,257680.0
1145,194820.0
2726,251007.0
703,167387.0
760,91468.0
1964,128841.0
2512,182226.0
159,155856.0
1281,177473.0
468,195153.0
290,114703.0
665,91264.0
1463,256765.0
1792,209880.0
923,153798.0
500,268708.0
1408,200448.0
331,77177.0
170,150583.0
2192,88216.0
2571,316734.0
2314,176691.0
2647,81440.0
422,438695.0
2457,365491.0
1838,220988.0
2805,236761.0
1645,154486.0
1711,272152.0
2825,285800.0
322,374467.0
2103,253248.0
342,123869.0
600,104983.0
488,181964.0
1725,339000.0
2246,293171.0
2847,166017.0
806,237449.0
530,232871.0
963,190099.0
2678,81616.0
171,83944.0
2401,443640.0
805,216222.0
2259,220087.0
1748,181336.0
1361,138672.0
1677,130878.0
1406,158787.0
2322,253687.0
688,165225.0
143,147592.0
804,200838.0
1214,170817.0
2828,156732.0
1999,224002.0
2467,184753.0
2665,155116.0
1538,327297.0
398,110020.0
2822,151374.0
2157,156938.0
1856,184254.0
1269,97116.0
2570,117625.0
2320,240193.0
1517,127542.0
2304,114521.0
1312,90925.0
2012,136597.0
506,233414.0
2865,196642.0
2367,115462.0
554,98874.0
238,142205.0
1954,101633.0
2488,141056.0
2291,90492.0
1969,86320.0
2725,171267.0
1482,161723.0
2763,202798.0
503,242472.0
1584,264286.0
1531,165752.0
2210,191059.0
459,357544.0
556,128155.0
1347,141395.0
1290,71758.0
1388,99337.0
1571,229737.0
2754,199383.0
765,157649.0
2494,124026.0
2870,220512.0
7,209621.0
1114,267390.0
2418,273981.0
291,155754.0
18,346661.0
39,384147.0
1001,272462.0
2442,240909.0
616,112740.0
2680,61405.0
1414,115315.0
289,137506.0
40,231476.0
860,134493.0
409,134672.0
673,170076.0
2427,182124.0
2036,206959.0
2564,142735.0
642,190077.0
1008,177552.0
1908,153337.0
2519,228048.0
1369,80469.0
2855,161520.0
712,89997.0
1943,110615.0
1958,125110.0
107,175223.0
2295,202567.0
704,101315.0
676,134205.0
259,179316.0
93,273375.0
106,228880.0
2315,185273.0
1050,103426.0
1095,200696.0
2709,152121.0
758,144823.0
1496,158695.0
2370,129667.0
2458,271919.0
2733,144580.0
161,278564.0
726,156062.0
845,213074.0
947,249431.0
2232,107792.0
2563,141144.0
2299,159557.0
211,95519.0
605,176062.0
1478,217767.0
2247,294805.0
2274,211789.0
2869,203232.0
967,209954.0
2656,111990.0
667,221412.0
1042,117115.0
2023,165242.0
2447,374959.0
2055,114589.0
2275,303751.0
2204,161597.0
1563,311833.0
483,217151.0
796,145422.0
1526,139657.0
2042,169440.0
442,363946.0
1693,306572.0
1468,218071.0
1430,192920.0
2605,190072.0
1529,185885.0
335,136303.0
1287,118073.0
31,114009.0
1785,330582.0
82,150531.0
2620,131437.0
252,179582.0
721,65771.0
2165,181137.0
2316,191778.0
775,126930.0
1558,111638.0
17,197987.0
1022,230184.0
925,114505.0
438,285983.0
1270,137668.0
1272,116549.0
215,142341.0
266,222787.0
2402,261111.0
1250,133388.0
1984,129682.0
1279,146551.0
377,255509.0
1252,143615.0
2156,261724.0
499,304718.0
1374,111275.0
2898,258629.0
401,106293.0
2721,172184.0
2078,235749.0
2589,109654.0
1946,246533.0
1334,114229.0
2781,220177.0
431,390460.0
576,221167.0
1474,208183.0
2254,152196.0
2155,272030.0
885,99559.0
643,130328.0
1944,124831.0
480,195432.0
2845,102442.0
2387,310414.0
2407,199040.0
2527,163679.0
2514,150220.0
629,171407.0
80,193115.0
1876,142386.0
1546,116863.0
2518,175276.0
2347,164171.0
783,219830.0
1322,52231.0
194,61644.0
1770,281300.0
2143,128431.0
1229,223623.0
511,278222.0
46,216891.0
1348,160138.0
2465,183119.0
387,233270.0
873,221753.0
1918,124488.0
2764,233681.0
2184,129170.0
934,149391.0
1920,132828.0
2631,151692.0
1768,564391.0
2040,115041.0
1749,225417.0
834,240618.0
1457,233310.0
79,113933.0
2302,121257.0
1817,127624.0
2755,229401.0
359,171463.0
2059,106373.0
2092,230206.0
2516,220077.0
150,107966.0
1656,146568.0
83,83498.0
2411,175515.0
795,78809.0
2312,236238.0
2917,80328.0
1624,179987.0
2215,292026.0
1211,155965.0
1485,176781.0
1024,175954.0
570,210807.0
2874,138265.0
700,169425.0
2756,206572.0
2022,189006.0
583,231169.0
2392,377219.0
2424,190493.0
212,124651.0
736,121262.0
1610,181013.0
890,109274.0
467,180365.0
578,232362.0
1747,194724.0
1149,164888.0
2758,252532.0
857,136113.0
2219,251740.0
733,106355.0
2909,127809.0
1798,250873.0
235,137557.0
2366,133957.0
1027,125882.0
1195,131748.0
1303,25161.0
148,192444.0
608,173523.0
2515,192204.0
821,288748.0
2500,245855.0
745,107123.0
741,124718.0
1611,132841.0
2532,120166.0
1081,239560.0
1692,433730.0
2520,198232.0
276,117827.0
1992,129490.0
663,23313.0
418,129440.0
1733,192543.0
2359,146884.0
253,182119.0
1518,173761.0
2035,147165.0
2919,78826.0
1540,216547.0
2120,158383.0
1674,182290.0
256,138589.0
2361,85771.0
978,78664.0
2280,191006.0
2095,218959.0
1709,338821.0
2801,237059.0
1246,89253.0
2373,110440.0
1055,281241.0
2017,113485.0
1099,261126.0
1344,88662.0
835,215159.0
1117,200587.0
2043,81217.0
2085,151437.0
410,153870.0
2650,107010.0
2867,164409.0
1668,113649.0
1161,167943.0
2122,178445.0
2539,147953.0
1047,137474.0
1445,113159.0
541,113882.0
569,224453.0
1276,115640.0
918,135650.0
326,168723.0
1936,121654.0
895,96491.0
257,148237.0
1241,178094.0
1545,136361.0
1189,177197.0
270,156474.0
2066,199912.0
693,110883.0
1259,164799.0
2916,153498.0
2321,279888.0
1977,110432.0
1895,151241.0
1240,156096.0
85,154395.0
1823,122642.0
825,317258.0
110,223190.0
697,114010.0
2297,98239.0
1231,133738.0
1355,133467.0
968,372630.0
584,222474.0
1315,123244.0
1606,146683.0
206,110116.0
1685,373398.0
2016,134756.0
869,202571.0
2135,124596.0
2346,181343.0
2430,234480.0
2198,75544.0
2652,123487.0
27,112746.0
241,158056.0
906,133843.0
1506,99309.0
2098,373664.0
1435,231793.0
2213,137630.0
1274,122244.0
743,27944.0
1737,189104.0
2797,271439.0
2185,83874.0
58,171825.0
830,200526.0
808,122797.0
680,160021.0
1153,106600.0
1291,143482.0
1818,174204.0
2161,179765.0
1883,117903.0
350,363518.0
2473,126076.0
295,192949.0
293,195109.0
859,117352.0
288,56672.0
1578,138974.0
102,192664.0
2831,178164.0
1030,167660.0
2551,136192.0
1286,143785.0
958,336933.0
776,125075.0
72,249946.0
2263,259739.0
1866,160060.0
2876,57524.0
2146,250658.0
103,178600.0
1500,154334.0
492,170893.0
167,137383.0
2597,111870.0
2685,114829.0
1035,138165.0
1220,50850.0
2602,157994.0
2159,216162.0
695,158588.0
1109,259079.0
640,201897.0
1652,153521.0
2090,166576.0
1188,191716.0
2345,237944.0
1059,394144.0
2751,237793.0
128,228732.0
1523,176909.0
2925,168391.0
2145,292023.0
1121,200430.0
566,291662.0
565,228345.0
1331,141750.0
2928,114737.0
156,135428.0
797,155270.0
327,96371.0
2859,140271.0
1453,109260.0
1762,330043.0
1868,186956.0
1760,174563.0
1113,233672.0
1812,200652.0
117,155182.0
1142,214465.0
2342,409478.0
927,134530.0
2478,187184.0
655,68556.0
2064,110751.0
369,271418.0
2239,117220.0
2732,227830.0
1653,156771.0
959,233240.0
2395,332869.0
1412,111474.0
271,266913.0
1484,166586.0
1497,152015.0
552,174940.0
2,113557.0
1855,290718.0
4,256841.0
2292,163444.0
134,146157.0
646,109299.0
42,295485.0
532,230712.0
713,102848.0
2561,135225.0
2360,121492.0
1333,120950.0
1407,199409.0
2892,297157.0
574,223647.0
1227,191400.0
2591,210182.0
1476,214831.0
1125,275834.0
1446,130550.0
408,117341.0
1101,274305.0
2251,197032.0
373,195426.0
2554,108642.0
2382,246706.0
1985,74393.0
519,216149.0
1093,189068.0
864,259767.0
2889,158225.0
2308,219497.0
986,151499.0
1302,151521.0
585,156858.0
2708,142477.0
147,142447.0
1441,224821.0
383,174908.0
285,168027.0
181,105004.0
358,231010.0
780,167975.0
258,194068.0
1865,239363.0
692,122950.0
2902,346162.0
508,251890.0
2638,145352.0
36,150809.0
611,187144.0
2281,153509.0
1678,123473.0
1696,466369.0
1557,82123.0
2180,162437.0
1726,208609.0
951,136606.0
267,221910.0
2706,139526.0
2221,224500.0
1357,179712.0
2901,322091.0
347,179337.0
2164,192400.0
1586,303554.0
360,152290.0
1769,236199.0
2617,165584.0
1879,163920.0
991,225545.0
1535,118710.0
1191,152300.0
1579,209939.0
1882,138366.0
1510,127357.0
2196,187155.0
1845,184656.0
2336,356912.0
942,97273.0
861,119110.0
2555,97835.0
1392,174585.0
2099,251194.0
1543,126160.0
948,310759.0
1239,166354.0
22,184410.0
2796,244840.0
2747,184441.0
92,284240.0
210,176272.0
1858,226495.0
2228,181185.0
447,210216.0
827,248722.0
1649,222437.0
682,128623.0
2698,108222.0
494,167226.0
214,116203.0
2441,230449.0
2679,106208.0
1336,114629.0
465,176162.0
1524,132218.0
2543,107810.0
631,141285.0
2452,298791.0
228,157323.0
126,191808.0
1092,218002.0
1122,216496.0
932,228203.0
1980,86902.0
2171,118944.0
551,151570.0
2768,157424.0
2056,106491.0
1159,345513.0
2645,149402.0
1174,180862.0
2266,210289.0
2462,361869.0
1219,135416.0
2922,216446.0
118,147041.0
474,175969.0
2576,157294.0
872,313247.0
1077,209753.0
1536,131300.0
1150,118729.0
2341,295465.0
1931,139252.0
2785,134133.0
2538,127463.0
597,214473.0
464,202186.0
233,244128.0
2169,143540.0
2123,160846.0
1867,175582.0
137,284702.0
515,218224.0
933,118944.0
2784,162666.0
972,201069.0
599,153269.0
2614,114592.0
2582,158941.0
1409,154816.0
175,110806.0
352,207239.0
976,90176.0
2134,188170.0
984,105153.0
2396,356350.0
1673,143884.0
404,139835.0
607,162942.0
814,172556.0
868,190730.0
2271,224219.0
1633,233638.0
337,188798.0
2765,192093.0
1746,236169.0
368,311880.0
2806,207821.0
1662,195858.0
1234,219723.0
1373,121746.0
1672,112386.0
1939,128411.0
