Id,SalePrice
2658,137760.23397066657
2718,198605.835161058
2414,195718.88079516657
1989,123394.06218571775
625,184244.83893992647
333,97442.59237797928
1327,105908.24178691923
858,156916.10004272356
95,188306.97206123784
1568,152824.11768809316
2482,169958.13140310877
1364,122343.85785318901
2584,155467.32735837804
818,280076.71855073207
2673,166572.4963008573
2089,133229.7639156309
1297,157403.3747440677
790,119929.1989611774
2616,200076.68201816687
720,197402.0706481475
222,143820.6407356156
557,119453.13279652884
1148,202798.5630919678
2766,174667.01404727963
534,184861.67221932692
1452,115713.89040430191
630,133815.75357858496
2648,115937.27851891522
125,163538.8168002974
1904,33528.60586407079
1670,112920.22356182516
756,109698.86262224818
717,260405.2204860085
1032,150723.30623300167
852,223194.62849223535
1731,164461.3020234647
2639,145760.6899692354
2071,74622.20707380978
1267,98096.97800680259
1851,188278.7641007199
567,150914.73174657198
2439,205100.57877083734
1898,154634.5358012355
647,150298.73664723453
2256,218269.58711777162
979,106704.16491847495
1444,222725.39743041294
2485,107822.7631055798
157,122033.3849352225
88,119162.1135200783
2003,107468.33349336512
186,223533.05492513406
1425,250234.22097611843
2695,122191.39641160629
738,110957.25575233446
395,146004.80676902563
1353,169966.50004779082
1878,151981.54666620525
390,164204.2869424083
1456,231672.34594486677
1103,299695.62722029863
1387,123340.73513729635
2070,151730.45104960183
1199,181071.56813336202
2479,178353.1687920239
501,307517.0623327439
2362,88154.85491798364
1718,212298.15429407748
2188,65416.07261884457
1483,176513.54187971458
2557,89827.7642581461
437,331587.9025224304
2224,195295.2397731434
1628,157666.47945345764
397,131278.52240556083
587,225163.6354965258
2182,622227.681180102
971,149407.15087141065
2611,149777.29898051027
1887,90878.92993709237
2399,381125.9739743303
2148,204686.58838553965
304,141373.05131873648
1997,143812.8834216863
2817,120820.55918528122
1431,199302.52319114865
427,374189.50639069197
263,118979.14907856227
598,176990.8888994426
2895,230093.39015110664
687,149923.04864743384
1822,129893.04776668822
2191,106667.8308970709
179,134370.99296009226
1009,216091.02790578155
2010,117391.80333967422
1991,149490.2810393925
1411,165805.9418083385
1721,242828.53309248612
1144,190142.1556211402
593,208059.04714610035
575,313553.7582650677
1249,174965.30567311592
1604,123591.30253891315
1064,465385.57550206594
1923,152657.22872236551
1988,100166.02443182304
2325,170454.59534094518
114,233107.02856633713
2700,189111.27286437934
217,155337.35397641035
343,178454.84532100032
386,207765.51973898965
2005,114219.08103212775
2908,129340.1325386418
1814,233546.61166302272
2446,489822.4654407626
208,136754.6935709436
1679,112381.69536923795
822,370198.2601315739
6,188597.7550409735
1781,406493.29420754884
2397,263744.6423043319
2340,321282.4541295598
1618,172267.96644564174
2843,161050.39673680995
1061,348406.3083609176
2786,115596.82152974141
1935,123956.26513723333
1341,132522.69545444538
521,257463.48394581827
2136,132943.58218710142
996,205206.54626581765
227,146962.73982467022
135,182670.08314627095
1167,167471.0483823941
294,243790.1949243852
1776,186456.05572582808
540,164574.12946299146
1717,212298.15429407748
2303,112848.8134239299
116,184641.9545655507
127,131706.83342348575
1371,130485.2755485169
1014,166915.96305280784
1507,101859.04662045123
702,142055.0416800134
750,156057.21442624994
261,148012.31566012118
1559,65729.28324425619
577,219599.84036706
2812,192830.57549868134
2080,155723.64624827533
1368,115949.32892676996
2376,114236.33991905575
659,99089.62388128898
1235,126002.56375451935
332,77364.48262850248
1917,131207.85932440837
2094,275302.7497486005
1460,266366.14877678314
1471,217501.8790392728
1509,121332.46092272442
1922,128554.06357057276
433,469987.67443644244
460,306940.3288584255
1116,245413.90560046482
1137,158278.5716724781
53,184365.39924752657
2354,256159.90645627872
1475,206109.59215134094
1761,499882.6195533165
842,143713.46502857286
2739,196600.27327210337
2509,151784.70713394257
1007,197443.96116407544
2610,182235.37088135286
1952,68620.15974592268
2719,202970.53998440082
2921,88556.00605421045
1966,135381.31096724354
292,131936.2234209162
1204,193726.72747555724
1829,246058.47662173942
2419,175448.27562161663
391,148422.6793060961
798,119126.6794858966
481,195585.33721799785
193,212607.77281372953
555,113611.38704499528
899,75388.23544468806
2357,185477.61740892747
328,143423.56262623201
1356,120056.38487181958
1154,104801.80352583564
1730,168377.5111350668
2249,151199.73780828883
1119,258199.4354398392
2856,125674.55686334969
1394,135838.32277687924
2587,112690.19957077329
61,329220.82023360056
2661,190266.64742990598
2711,133344.1679605237
1147,182975.91363165955
757,131930.06137018075
2623,86081.11142290744
2378,154219.04038032846
1413,146417.87228542494
1722,226126.9114007259
1112,220689.61613095674
1623,189840.25917804122
1201,192367.5012023029
1513,129599.12342484144
957,258929.08673278207
1171,250014.14152373595
1145,198369.91254647047
2726,239855.0573844694
703,159692.5720138468
760,92686.3478932259
1964,131067.15277229452
2512,181512.40206442625
159,147476.48015383948
1281,181657.80937002096
468,185373.7758897408
290,118846.25653028657
665,93308.19587585294
1463,256713.91096553503
1792,208345.82576946652
923,148978.3376111189
500,271190.9290934979
1408,193470.30756655167
331,66255.57474392912
170,154881.061533103
2192,87994.51978017118
2571,305760.79277519137
2314,171366.62378201642
2647,81067.6384615203
422,444970.18088360294
2457,361187.0398341344
1838,223583.27716538933
2805,236108.2711821898
1645,160019.52608218673
1711,269638.29187321465
2825,282221.5690623382
322,383643.35110917874
2103,256099.7897573846
342,123804.28500955648
